threshold,precision,recall,specificity
0.1,0.5792151162790697,0.9968730456535334,0.7566204287515763
0.11,0.6454619124797407,0.9962476547842402,0.8160992013451029
0.12,0.700835899692037,0.9962476547842402,0.85708280790248
0.13,0.7491764705882353,0.9956222639149468,0.8879781420765027
0.13999999999999999,0.8002013085052844,0.9943714821763602,0.9165615804960068
0.14999999999999997,0.8310669456066946,0.9937460913070669,0.932114333753678
0.15999999999999998,0.8625746876697447,0.9931207004377736,0.9468263976460698
0.16999999999999998,0.8841870824053452,0.9931207004377736,0.9562841530054644
0.17999999999999997,0.9032992036405005,0.9931207004377736,0.96427070197562
0.18999999999999995,0.9146974063400576,0.9924953095684803,0.9688944934846574
0.19999999999999996,0.9312169312169312,0.9906191369606003,0.9754098360655737
0.20999999999999996,0.9451073985680191,0.9906191369606003,0.9806641445985709
0.21999999999999995,0.9535864978902954,0.9893683552220137,0.9838167297183691
0.22999999999999995,0.9611178614823815,0.9893683552220137,0.9865489701555276
0.23999999999999994,0.968156766687079,0.9887429643527205,0.9890710382513661
0.24999999999999992,0.9746757257566399,0.9868667917448405,0.9913829340058848
0.2599999999999999,0.9801242236024845,0.9868667917448405,0.9932744850777637
0.2699999999999999,0.983177570093458,0.9868667917448405,0.9943253467843631
0.2799999999999999,0.9850093691442848,0.9862414008755472,0.9949558638083228
0.2899999999999999,0.9856160100062539,0.9856160100062539,0.9951660361496427
0.29999999999999993,0.986232790988736,0.9856160100062539,0.9953762084909626
0.30999999999999994,0.9868421052631579,0.9849906191369606,0.9955863808322825
0.3199999999999999,0.9880803011292346,0.9849906191369606,0.9960067255149222
0.32999999999999985,0.989321608040201,0.9849906191369606,0.996427070197562
0.33999999999999986,0.9905660377358491,0.9849906191369606,0.9968474148802018
0.34999999999999987,0.9930643127364439,0.9849906191369606,0.9976881042454813
0.3599999999999999,0.9930643127364439,0.9849906191369606,0.9976881042454813
0.3699999999999999,0.9930643127364439,0.9849906191369606,0.9976881042454813
0.3799999999999999,0.9930643127364439,0.9849906191369606,0.9976881042454813
0.3899999999999999,0.9936908517350158,0.9849906191369606,0.9978982765868012
0.3999999999999998,0.9936908517350158,0.9849906191369606,0.9978982765868012
0.4099999999999998,0.9943181818181818,0.9849906191369606,0.998108448928121
0.4199999999999998,0.9943181818181818,0.9849906191369606,0.998108448928121
0.4299999999999998,0.9943181818181818,0.9849906191369606,0.998108448928121
