threshold,precision,recall,specificity
0.1,0.8881431767337807,0.9931207004377736,0.9579655317360235
0.11,0.9048433048433049,0.9931207004377736,0.9649012189995797
0.12,0.9243306169965075,0.9931207004377736,0.9726775956284153
0.13,0.9384979302188055,0.9924953095684803,0.9781420765027322
0.13999999999999999,0.9480286738351255,0.9924953095684803,0.9817150063051703
0.14999999999999997,0.9583333333333334,0.9924953095684803,0.9854981084489282
0.15999999999999998,0.9665042630937881,0.9924953095684803,0.9884405212274064
0.16999999999999998,0.9730061349693252,0.991869918699187,0.9907524169819252
0.17999999999999997,0.9753846153846154,0.9912445278298937,0.9915931063472047
0.18999999999999995,0.9802102659245516,0.9912445278298937,0.9932744850777637
0.19999999999999996,0.9844623990055935,0.9906191369606003,0.994745691467003
0.20999999999999996,0.9856697819314642,0.9893683552220137,0.9951660361496427
0.21999999999999995,0.9899874843554443,0.9893683552220137,0.9966372425388819
0.22999999999999995,0.9899749373433584,0.9881175734834271,0.9966372425388819
0.23999999999999994,0.9912170639899623,0.9881175734834271,0.9970575872215216
0.24999999999999992,0.9918392969240427,0.9881175734834271,0.9972677595628415
0.2599999999999999,0.9918341708542714,0.9874921826141339,0.9972677595628415
0.2699999999999999,0.9924575738529227,0.9874921826141339,0.9974779319041615
0.2799999999999999,0.9930774071743235,0.9868667917448405,0.9976881042454813
0.2899999999999999,0.994328922495274,0.9868667917448405,0.998108448928121
0.29999999999999993,0.9949558638083228,0.9868667917448405,0.9983186212694409
0.30999999999999994,0.9962097283638661,0.9862414008755472,0.9987389659520807
0.3199999999999999,0.9968374446552815,0.9856160100062539,0.9989491382934006
0.32999999999999985,0.9968354430379747,0.9849906191369606,0.9989491382934006
0.33999999999999986,0.9968354430379747,0.9849906191369606,0.9989491382934006
0.34999999999999987,0.9968354430379747,0.9849906191369606,0.9989491382934006
0.3599999999999999,0.9974667511082964,0.9849906191369606,0.9991593106347205
0.3699999999999999,0.9974667511082964,0.9849906191369606,0.9991593106347205
0.3799999999999999,0.9974667511082964,0.9849906191369606,0.9991593106347205
0.3899999999999999,0.9974667511082964,0.9849906191369606,0.9991593106347205
0.3999999999999998,0.9974667511082964,0.9849906191369606,0.9991593106347205
0.4099999999999998,0.9974667511082964,0.9849906191369606,0.9991593106347205
0.4199999999999998,0.9974667511082964,0.9849906191369606,0.9991593106347205
0.4299999999999998,0.9974667511082964,0.9849906191369606,0.9991593106347205
0.43999999999999984,0.9974667511082964,0.9849906191369606,0.9991593106347205
0.44999999999999984,0.9974667511082964,0.9849906191369606,0.9991593106347205
0.45999999999999985,0.9974667511082964,0.9849906191369606,0.9991593106347205
0.46999999999999986,0.9974667511082964,0.9849906191369606,0.9991593106347205
0.47999999999999976,0.9974667511082964,0.9849906191369606,0.9991593106347205
0.48999999999999977,0.9974667511082964,0.9849906191369606,0.9991593106347205
0.4999999999999998,0.9974667511082964,0.9849906191369606,0.9991593106347205
0.5099999999999998,0.9974667511082964,0.9849906191369606,0.9991593106347205
0.5199999999999998,0.9974667511082964,0.9849906191369606,0.9991593106347205
0.5299999999999998,0.9974667511082964,0.9849906191369606,0.9991593106347205
0.5399999999999998,0.9974667511082964,0.9849906191369606,0.9991593106347205
0.5499999999999998,0.9974667511082964,0.9849906191369606,0.9991593106347205
0.5599999999999997,0.9974667511082964,0.9849906191369606,0.9991593106347205
0.5699999999999997,0.9974667511082964,0.9849906191369606,0.9991593106347205
